level_0,index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link,competition_link_check,results_link_check,TotalParticipantsInt,Date,Year,Time,Status
479,479,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,72,200m Freestyle,Boys 12,02:55.00,10/02/2024 14:53:30,22,21,/LeagueTable/AthleticsDisciplineResults/44511?isModal=True,1,1,21,2024-02-10 00:00:00,2024,14:53:30,Passed
480,480,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,73,200m Freestyle,Girls 13,02:50.00,10/02/2024 15:05:30,27,22,/LeagueTable/AthleticsDisciplineResults/44499?isModal=True,1,1,22,2024-02-10 00:00:00,2024,15:05:30,Passed
481,481,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,74,200m Freestyle,Boys 13,02:45.00,10/02/2024 15:17:30,18,16,/LeagueTable/AthleticsDisciplineResults/44523?isModal=True,1,1,16,2024-02-10 00:00:00,2024,15:17:30,Passed
482,482,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,76,200m Freestyle,Boys 14,02:35.00,10/02/2024 15:24:30,19,16,/LeagueTable/AthleticsDisciplineResults/44535?isModal=True,1,1,16,2024-02-10 00:00:00,2024,15:24:30,Passed
483,483,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,77,200m Backstroke,Girls 12,03:20.00,10/02/2024 15:31:30,10,9,/LeagueTable/AthleticsDisciplineResults/44486?isModal=True,1,1,9,2024-02-10 00:00:00,2024,15:31:30,Passed
484,484,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,78,200m Backstroke,Boys 12,03:15.00,10/02/2024 15:35:30,20,18,/LeagueTable/AthleticsDisciplineResults/44510?isModal=True,1,1,18,2024-02-10 00:00:00,2024,15:35:30,Passed
485,485,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,79,200m Backstroke,Girls 13,03:10.00,10/02/2024 15:43:30,20,20,/LeagueTable/AthleticsDisciplineResults/44498?isModal=True,1,1,20,2024-02-10 00:00:00,2024,15:43:30,Passed
486,486,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,80,200m Backstroke,Boys 13,03:10.00,10/02/2024 15:51:30,26,25,/LeagueTable/AthleticsDisciplineResults/44522?isModal=True,1,1,25,2024-02-10 00:00:00,2024,15:51:30,Passed
487,487,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,82,200m Backstroke,Boys 14,03:00.00,10/02/2024 16:03:30,27,26,/LeagueTable/AthleticsDisciplineResults/44534?isModal=True,1,1,26,2024-02-10 00:00:00,2024,16:03:30,Passed
488,488,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,83,100m Individual Medley,Girls 12,01:40.00,10/02/2024 16:15:30,32,30,/LeagueTable/AthleticsDisciplineResults/44484?isModal=True,1,1,30,2024-02-10 00:00:00,2024,16:15:30,Passed
489,489,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,84,100m Individual Medley,Boys 12,01:35.00,10/02/2024 16:25:30,25,24,/LeagueTable/AthleticsDisciplineResults/44508?isModal=True,1,1,24,2024-02-10 00:00:00,2024,16:25:30,Passed
490,490,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,85,100m Individual Medley,Girls 13,01:40.00,10/02/2024 16:33:00,18,18,/LeagueTable/AthleticsDisciplineResults/44496?isModal=True,1,1,18,2024-02-10 00:00:00,2024,16:33:00,Passed
491,491,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,86,100m Individual Medley,Boys 13,01:30.00,10/02/2024 16:38:00,48,46,/LeagueTable/AthleticsDisciplineResults/44520?isModal=True,1,1,46,2024-02-10 00:00:00,2024,16:38:00,Passed
492,492,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,88,100m Individual Medley,Boys 14,01:25.00,10/02/2024 16:50:30,36,31,/LeagueTable/AthleticsDisciplineResults/44532?isModal=True,1,1,31,2024-02-10 00:00:00,2024,16:50:30,Passed
493,493,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,89,4X50m Medley Relay,Girls 12-13,00:00.00,10/02/2024 17:00:30,92,76,/LeagueTable/AthleticsDisciplineResults/44553?isModal=True,1,1,76,2024-02-10 00:00:00,2024,17:00:30,Passed
494,494,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,90,4X50m Medley Relay,Boys 12,00:00.00,10/02/2024 17:10:30,77,68,/LeagueTable/AthleticsDisciplineResults/44555?isModal=True,1,1,68,2024-02-10 00:00:00,2024,17:10:30,Passed
495,495,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,92,4X50m Medley Relay,,00:00.00,10/02/2024 17:20:30,132,108,/LeagueTable/AthleticsDisciplineResults/44557?isModal=True,1,1,108,2024-02-10 00:00:00,2024,17:20:30,Passed
496,496,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,1,200m Individual Medley,Girls 12,03:20.00,03/02/2024 09:30:00,13,13,/LeagueTable/AthleticsDisciplineResults/44412?isModal=True,1,1,13,2024-02-03 00:00:00,2024,09:30:00,Passed
497,497,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,2,200m Individual Medley,Boys 12,03:15.00,03/02/2024 09:38:00,29,29,/LeagueTable/AthleticsDisciplineResults/44436?isModal=True,1,1,29,2024-02-03 00:00:00,2024,09:38:00,Passed
498,498,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,3,200m Individual Medley,Girls 13,30:15.00,03/02/2024 09:50:00,30,30,/LeagueTable/AthleticsDisciplineResults/44424?isModal=True,1,1,30,2024-02-03 00:00:00,2024,09:50:00,Passed
499,499,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,4,200m Individual Medley,Boys 13,03:05.00,03/02/2024 10:02:00,27,27,/LeagueTable/AthleticsDisciplineResults/44448?isModal=True,1,1,27,2024-02-03 00:00:00,2024,10:02:00,Passed
500,500,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,6,200m Individual Medley,Boys 14,02:55.00,03/02/2024 10:12:30,27,27,/LeagueTable/AthleticsDisciplineResults/44460?isModal=True,1,1,27,2024-02-03 00:00:00,2024,10:12:30,Passed
501,501,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,7,50m Freestyle,Girls 12,00:37.50,03/02/2024 10:23:00,29,29,/LeagueTable/AthleticsDisciplineResults/44466?isModal=True,1,1,29,2024-02-03 00:00:00,2024,10:23:00,Passed
502,502,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,8,50m Freestyle,Boys 12,00:53.50,03/02/2024 10:29:00,45,44,/LeagueTable/AthleticsDisciplineResults/44468?isModal=True,1,1,44,2024-02-03 00:00:00,2024,10:29:00,Passed
503,503,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,9,50m Freestyle,Girls 13,00:35.50,03/02/2024 10:39:00,33,33,/LeagueTable/AthleticsDisciplineResults/44467?isModal=True,1,1,33,2024-02-03 00:00:00,2024,10:39:00,Passed
504,504,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,10,50m Freestyle,Boys 13,00:34.00,03/02/2024 10:45:00,47,44,/LeagueTable/AthleticsDisciplineResults/44469?isModal=True,1,1,44,2024-02-03 00:00:00,2024,10:45:00,Passed
505,505,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,12,50m Freestyle,Boys 14,00:33.00,03/02/2024 10:52:30,46,44,/LeagueTable/AthleticsDisciplineResults/44470?isModal=True,1,1,44,2024-02-03 00:00:00,2024,10:52:30,Passed
506,506,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,13,400m Freestyle,Girls 12,06:00.00,03/02/2024 11:00:00,15,15,/LeagueTable/AthleticsDisciplineResults/44414?isModal=True,1,1,15,2024-02-03 00:00:00,2024,11:00:00,Passed
507,507,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,14,400m Freestyle,Boys 12,05:50.00,03/02/2024 11:14:00,18,18,/LeagueTable/AthleticsDisciplineResults/44438?isModal=True,1,1,18,2024-02-03 00:00:00,2024,11:14:00,Passed
508,508,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,15,400m Freestyle,Girls 13,05:45.00,03/02/2024 11:27:00,12,12,/LeagueTable/AthleticsDisciplineResults/44426?isModal=True,1,1,12,2024-02-03 00:00:00,2024,11:27:00,Passed
509,509,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,16,400m Freestyle,Boys 13,05:35.00,03/02/2024 11:40:00,17,17,/LeagueTable/AthleticsDisciplineResults/44450?isModal=True,1,1,17,2024-02-03 00:00:00,2024,11:40:00,Passed
510,510,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,18,400m Freestyle,Boys 14,05:15.00,03/02/2024 11:53:00,19,19,/LeagueTable/AthleticsDisciplineResults/44462?isModal=True,1,1,19,2024-02-03 00:00:00,2024,11:53:00,Passed
511,511,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,19,4X100m Freestyle Relay Mix,Mix 12,00:00.00,03/02/2024 12:05:00,74,60,/LeagueTable/AthleticsDisciplineResults/44471?isModal=True,1,1,60,2024-02-03 00:00:00,2024,12:05:00,Passed
512,512,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,20,4X100m Freestyle Relay Mix,Mix 13-14,00:00.00,03/02/2024 12:19:00,117,92,/LeagueTable/AthleticsDisciplineResults/44473?isModal=True,1,1,92,2024-02-03 00:00:00,2024,12:19:00,Passed
513,513,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,21,100m Freestyle,Girls 12,01:25.00,03/02/2024 12:37:00,30,29,/LeagueTable/AthleticsDisciplineResults/44405?isModal=True,1,1,29,2024-02-03 00:00:00,2024,12:37:00,Passed
514,514,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,22,100m Freestyle,Boys 12,01:20.00,03/02/2024 14:52:30,45,43,/LeagueTable/AthleticsDisciplineResults/44429?isModal=True,1,1,43,2024-02-03 00:00:00,2024,14:52:30,Passed
515,515,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,23,100m Freestyle,Girls 13,01:22.00,03/02/2024 15:05:00,40,37,/LeagueTable/AthleticsDisciplineResults/44417?isModal=True,1,1,37,2024-02-03 00:00:00,2024,15:05:00,Passed
516,516,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,24,100m Freestyle,Boys 13,01:17.00,03/02/2024 15:15:00,45,43,/LeagueTable/AthleticsDisciplineResults/44441?isModal=True,1,1,43,2024-02-03 00:00:00,2024,15:15:00,Passed
517,517,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,26,100m Freestyle,Boys 14,01:14.00,03/02/2024 15:27:30,50,47,/LeagueTable/AthleticsDisciplineResults/44453?isModal=True,1,1,47,2024-02-03 00:00:00,2024,15:27:30,Passed
518,518,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,27,200m Butterfly,Girls 12,03:40.00,03/02/2024 15:40:00,8,8,/LeagueTable/AthleticsDisciplineResults/44413?isModal=True,1,1,8,2024-02-03 00:00:00,2024,15:40:00,Passed
519,519,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,28,200m Butterfly,Boys 12,03:45.00,03/02/2024 15:45:00,20,20,/LeagueTable/AthleticsDisciplineResults/44437?isModal=True,1,1,20,2024-02-03 00:00:00,2024,15:45:00,Passed
520,520,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,29,200m Butterfly,Girls 13,03:20.00,03/02/2024 15:54:00,8,8,/LeagueTable/AthleticsDisciplineResults/44425?isModal=True,1,1,8,2024-02-03 00:00:00,2024,15:54:00,Passed
521,521,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,30,200m Butterfly,Boys 13,03:30.00,03/02/2024 15:58:30,14,14,/LeagueTable/AthleticsDisciplineResults/44449?isModal=True,1,1,14,2024-02-03 00:00:00,2024,15:58:30,Passed
522,522,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,32,200m Butterfly,Boys 14,03:10.00,03/02/2024 16:07:30,14,14,/LeagueTable/AthleticsDisciplineResults/44461?isModal=True,1,1,14,2024-02-03 00:00:00,2024,16:07:30,Passed
523,523,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,33,100m Breaststroke,Girls 12,01:50.00,03/02/2024 16:16:30,30,29,/LeagueTable/AthleticsDisciplineResults/44406?isModal=True,1,1,29,2024-02-03 00:00:00,2024,16:16:30,Passed
524,524,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,34,100m Breaststroke,Boys 12,01:45.00,03/02/2024 16:24:00,36,36,/LeagueTable/AthleticsDisciplineResults/44430?isModal=True,1,1,36,2024-02-03 00:00:00,2024,16:24:00,Passed
525,525,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,35,100m Breaststroke,Girls 13,01:45.00,03/02/2024 16:34:00,24,24,/LeagueTable/AthleticsDisciplineResults/44418?isModal=True,1,1,24,2024-02-03 00:00:00,2024,16:34:00,Passed
526,526,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,36,100m Breaststroke,Boys 13,01:40.00,03/02/2024 16:41:30,36,34,/LeagueTable/AthleticsDisciplineResults/44442?isModal=True,1,1,34,2024-02-03 00:00:00,2024,16:41:30,Passed
527,527,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,38,100m Breaststroke,Boys 14,01:35.00,03/02/2024 16:51:30,32,32,/LeagueTable/AthleticsDisciplineResults/44454?isModal=True,1,1,32,2024-02-03 00:00:00,2024,16:51:30,Passed
528,528,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,39,800m Freestyle,Girls 13,11:40.00,03/02/2024 17:01:30,10,10,/LeagueTable/AthleticsDisciplineResults/44464?isModal=True,1,1,10,2024-02-03 00:00:00,2024,17:01:30,Passed
529,529,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,40,800m Freestyle,Boys 14,10:45.00,03/02/2024 17:13:30,10,10,/LeagueTable/AthleticsDisciplineResults/44465?isModal=True,1,1,10,2024-02-03 00:00:00,2024,17:13:30,Passed
530,530,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,41,4X50m Medley Relay Mix,Mix 12,00:00.00,03/02/2024 17:25:30,91,72,/LeagueTable/AthleticsDisciplineResults/44472?isModal=True,1,1,72,2024-02-03 00:00:00,2024,17:25:30,Passed
531,531,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,42,4X50m Medley Relay Mix,Mix 13-14,00:00.00,03/02/2024 17:35:30,123,92,/LeagueTable/AthleticsDisciplineResults/44474?isModal=True,1,1,92,2024-02-03 00:00:00,2024,17:35:30,Passed
532,532,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,43,400m Individual Medley,Girls 12,06:40.00,09/02/2024 09:45:00,9,7,/LeagueTable/AthleticsDisciplineResults/44415?isModal=True,1,1,7,2024-02-09 00:00:00,2024,09:45:00,Passed
533,533,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,44,400m Individual Medley,Boys 12,06:30.00,09/02/2024 09:53:00,14,14,/LeagueTable/AthleticsDisciplineResults/44439?isModal=True,1,1,14,2024-02-09 00:00:00,2024,09:53:00,Passed
534,534,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,45,400m Individual Medley,Girls 13,06:20.00,09/02/2024 10:08:00,10,10,/LeagueTable/AthleticsDisciplineResults/44427?isModal=True,1,1,10,2024-02-09 00:00:00,2024,10:08:00,Passed
535,535,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,46,400m Individual Medley,Boys 13,06:10.00,09/02/2024 10:16:00,11,11,/LeagueTable/AthleticsDisciplineResults/44451?isModal=True,1,1,11,2024-02-09 00:00:00,2024,10:16:00,Passed
536,536,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,48,400m Individual Medley,Boys 14,05:50.00,09/02/2024 10:32:00,9,9,/LeagueTable/AthleticsDisciplineResults/44463?isModal=True,1,1,9,2024-02-09 00:00:00,2024,10:32:00,Passed
537,537,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,49,200m Breaststroke,Girls 12,03:40.00,09/02/2024 10:38:30,15,13,/LeagueTable/AthleticsDisciplineResults/44411?isModal=True,1,1,13,2024-02-09 00:00:00,2024,10:38:30,Passed
538,538,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,50,200m Breaststroke,Boys 12,03:35.00,09/02/2024 10:48:30,15,15,/LeagueTable/AthleticsDisciplineResults/44435?isModal=True,1,1,15,2024-02-09 00:00:00,2024,10:48:30,Passed
539,539,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,51,200m Breaststroke,Girls 13,03:30.00,09/02/2024 10:57:30,13,13,/LeagueTable/AthleticsDisciplineResults/44423?isModal=True,1,1,13,2024-02-09 00:00:00,2024,10:57:30,Passed
