index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link
397,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,66,100m Butterfly,Boys 12,01:40.00,09/02/2024 15:05:00,27,25,/LeagueTable/AthleticsDisciplineResults/44432?isModal=True
398,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,67,100m Butterfly,Girls 13,01:40.00,09/02/2024 15:12:30,22,21,/LeagueTable/AthleticsDisciplineResults/44420?isModal=True
399,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,68,100m Butterfly,Boys 13,01:35.00,09/02/2024 15:19:00,22,22,/LeagueTable/AthleticsDisciplineResults/44444?isModal=True
400,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,70,100m Butterfly,Boys 14,01:30.00,09/02/2024 15:27:00,34,31,/LeagueTable/AthleticsDisciplineResults/44456?isModal=True
401,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,71,200m Freestyle,Girls 12,03:00.00,09/02/2024 15:37:00,20,20,/LeagueTable/AthleticsDisciplineResults/44410?isModal=True
402,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,72,200m Freestyle,Boys 12,02:55.00,09/02/2024 15:44:00,29,28,/LeagueTable/AthleticsDisciplineResults/44434?isModal=True
403,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,73,200m Freestyle,Girls 13,02:50.00,09/02/2024 15:56:00,23,23,/LeagueTable/AthleticsDisciplineResults/44422?isModal=True
404,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,74,200m Freestyle,Boys 13,02:45.00,09/02/2024 16:06:00,29,28,/LeagueTable/AthleticsDisciplineResults/44446?isModal=True
405,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,76,200m Freestyle,Boys 14,02:35.00,09/02/2024 16:17:00,27,23,/LeagueTable/AthleticsDisciplineResults/44458?isModal=True
406,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,77,200m Backstroke,Girls 12,03:20.00,09/02/2024 16:27:00,18,18,/LeagueTable/AthleticsDisciplineResults/44409?isModal=True
407,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,78,200m Backstroke,Boys 12,03:15.00,09/02/2024 16:36:00,30,30,/LeagueTable/AthleticsDisciplineResults/44433?isModal=True
408,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,79,200m Backstroke,Girls 13,03:10.00,09/02/2024 16:50:00,17,17,/LeagueTable/AthleticsDisciplineResults/44421?isModal=True
409,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,80,200m Backstroke,Boys 13,03:10.00,09/02/2024 16:58:00,23,22,/LeagueTable/AthleticsDisciplineResults/44445?isModal=True
410,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,82,200m Backstroke,Boys 14,03:00.00,09/02/2024 17:10:00,25,24,/LeagueTable/AthleticsDisciplineResults/44457?isModal=True
411,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,83,100m Individual Medley,Girls 12,01:40.00,09/02/2024 17:22:00,29,28,/LeagueTable/AthleticsDisciplineResults/44407?isModal=True
412,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,84,100m Individual Medley,Boys 12,01:35.00,09/02/2024 17:29:00,41,39,/LeagueTable/AthleticsDisciplineResults/44431?isModal=True
413,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,85,100m Individual Medley,Girls 13,01:40.00,09/02/2024 17:42:00,32,31,/LeagueTable/AthleticsDisciplineResults/44419?isModal=True
414,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,86,100m Individual Medley,Boys 13,01:30.00,09/02/2024 17:52:00,36,35,/LeagueTable/AthleticsDisciplineResults/44443?isModal=True
415,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,88,100m Individual Medley,Boys 14,01:25.00,09/02/2024 18:02:00,42,39,/LeagueTable/AthleticsDisciplineResults/44455?isModal=True
416,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,89,4X50m Medley Relay,Girls 12-13,00:00.00,09/02/2024 18:14:00,109,84,/LeagueTable/AthleticsDisciplineResults/44476?isModal=True
417,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,90,4X50m Medley Relay,Boys 12,00:00.00,09/02/2024 18:29:00,66,52,/LeagueTable/AthleticsDisciplineResults/44478?isModal=True
418,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,92,4X50m Medley Relay,,00:00.00,09/02/2024 18:39:00,139,108,/LeagueTable/AthleticsDisciplineResults/44480?isModal=True
419,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,1,200m Individual Medley,Girls 12,03:20.00,02/02/2024 09:45:00,10,10,/LeagueTable/AthleticsDisciplineResults/44489?isModal=True
420,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,2,200m Individual Medley,Boys 12,03:15.00,02/02/2024 09:49:00,16,16,/LeagueTable/AthleticsDisciplineResults/44513?isModal=True
421,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,3,200m Individual Medley,Girls 13,03:15.00,02/02/2024 09:57:00,19,19,/LeagueTable/AthleticsDisciplineResults/44501?isModal=True
422,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,4,200m Individual Medley,Boys 13,03:05.00,02/02/2024 10:05:00,22,22,/LeagueTable/AthleticsDisciplineResults/44525?isModal=True
423,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,5,200m Individual Medley,Boys 14,02:55.00,02/02/2024 10:15:30,33,33,/LeagueTable/AthleticsDisciplineResults/44537?isModal=True
424,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,7,50m Freestyle,Girls 12,00:37.50,02/02/2024 10:29:30,41,39,/LeagueTable/AthleticsDisciplineResults/44543?isModal=True
425,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,8,50m Freestyle,Boys 12,00:35.50,02/02/2024 10:39:30,42,37,/LeagueTable/AthleticsDisciplineResults/44545?isModal=True
426,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,9,50m Freestyle,Girls 13,00:35.50,02/02/2024 10:49:30,28,26,/LeagueTable/AthleticsDisciplineResults/44544?isModal=True
427,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,10,50m Freestyle,Boys 13,00:34.00,02/02/2024 10:54:00,45,44,/LeagueTable/AthleticsDisciplineResults/44546?isModal=True
428,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,12,50m Freestyle,Boys 14,00:33.00,02/02/2024 11:01:30,49,46,/LeagueTable/AthleticsDisciplineResults/44547?isModal=True
429,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,13,400m Freestyle,Girls 12,06:00.00,02/02/2024 11:09:00,11,10,/LeagueTable/AthleticsDisciplineResults/44491?isModal=True
430,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,14,400m Freestyle,Boys 12,05:50.00,02/02/2024 11:23:00,12,12,/LeagueTable/AthleticsDisciplineResults/44515?isModal=True
431,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,15,400m Freestyle,Girls 13,05:45.00,02/02/2024 11:36:00,16,15,/LeagueTable/AthleticsDisciplineResults/44503?isModal=True
432,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,16,400m Freestyle,Boys 13,05:35.00,02/02/2024 11:49:00,21,21,/LeagueTable/AthleticsDisciplineResults/44527?isModal=True
433,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,18,400m Freestyle,Boys 14,05:15.00,02/02/2024 12:08:30,26,26,/LeagueTable/AthleticsDisciplineResults/44539?isModal=True
434,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,19,4X100m Freestyle Relay Mix,Mix 12,00:00.00,02/02/2024 12:26:30,101,76,/LeagueTable/AthleticsDisciplineResults/44548?isModal=True
435,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,20,4X100m Freestyle Relay Mix,Mix 13-14,00:00.00,02/02/2024 12:40:30,117,88,/LeagueTable/AthleticsDisciplineResults/44550?isModal=True
436,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,21,100m Freestyle,Girls 12,01:25.00,02/02/2024 12:58:30,48,44,/LeagueTable/AthleticsDisciplineResults/44482?isModal=True
437,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,22,100m Freestyle,Boys 12,01:20.00,02/02/2024 14:45:00,46,44,/LeagueTable/AthleticsDisciplineResults/44506?isModal=True
438,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,23,100m Freestyle,Girls 13,01:22.00,02/02/2024 14:57:30,38,34,/LeagueTable/AthleticsDisciplineResults/44494?isModal=True
439,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,24,100m Freestyle,Boys 13,01:17.00,02/02/2024 15:07:30,53,53,/LeagueTable/AthleticsDisciplineResults/44518?isModal=True
440,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,26,100m Freestyle,Boys 14,01:14.00,02/02/2024 15:22:30,46,45,/LeagueTable/AthleticsDisciplineResults/44530?isModal=True
441,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,27,200m Butterfly,Girls 12,03:40.00,02/02/2024 15:35:00,5,4,/LeagueTable/AthleticsDisciplineResults/44490?isModal=True
442,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,28,200m Butterfly,Boys 12,03:45.00,02/02/2024 15:40:00,11,11,/LeagueTable/AthleticsDisciplineResults/44514?isModal=True
443,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,29,200m Butterfly,Girls 13,03:20.00,02/02/2024 15:49:00,7,7,/LeagueTable/AthleticsDisciplineResults/44502?isModal=True
444,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,30,200m Butterfly,Boys 13,03:30.00,02/02/2024 15:53:00,13,13,/LeagueTable/AthleticsDisciplineResults/44526?isModal=True
445,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,32,200m Butterfly,Boys 14,03:10.00,02/02/2024 16:02:00,18,18,/LeagueTable/AthleticsDisciplineResults/44538?isModal=True
446,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,33,100m Breaststroke,Girls 12,01:50.00,02/02/2024 16:11:00,33,33,/LeagueTable/AthleticsDisciplineResults/44483?isModal=True
447,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,34,100m Breaststroke,Boys 12,01:45.00,02/02/2024 16:21:00,32,30,/LeagueTable/AthleticsDisciplineResults/44507?isModal=True
448,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,35,100m Breaststroke,Girls 13,01:45.00,02/02/2024 16:31:00,26,23,/LeagueTable/AthleticsDisciplineResults/44495?isModal=True
449,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,36,100m Breaststroke,Boys 13,01:40.00,02/02/2024 16:38:30,32,30,/LeagueTable/AthleticsDisciplineResults/44519?isModal=True
450,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,38,100m Breaststroke,Boys 14,01:35.00,02/02/2024 16:46:00,30,28,/LeagueTable/AthleticsDisciplineResults/44531?isModal=True
451,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,39,800m Freestyle,Girls 13,11:40.00,02/02/2024 16:53:30,8,7,/LeagueTable/AthleticsDisciplineResults/44541?isModal=True
452,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,40,800m Freestyle,Boys 14,10:45.00,02/02/2024 17:05:30,18,18,/LeagueTable/AthleticsDisciplineResults/44542?isModal=True
453,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,41,4X50m Medley Relay Mix,Mix 12,00:00.00,02/02/2024 17:29:30,103,72,/LeagueTable/AthleticsDisciplineResults/44549?isModal=True
454,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,42,4X50m Medley Relay Mix,Mix 13-14,00:00.00,02/02/2024 17:39:30,109,80,/LeagueTable/AthleticsDisciplineResults/44551?isModal=True
455,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,43,400m Individual Medley,Girls 12,06:40.00,10/02/2024 09:30:00,3,3,/LeagueTable/AthleticsDisciplineResults/44492?isModal=True
456,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,44,400m Individual Medley,Boys 12,06:30.00,10/02/2024 09:37:00,7,7,/LeagueTable/AthleticsDisciplineResults/44516?isModal=True
457,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,45,400m Individual Medley,Girls 13,06:20.00,10/02/2024 09:44:00,7,7,/LeagueTable/AthleticsDisciplineResults/44504?isModal=True
458,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,46,400m Individual Medley,Boys 13,06:10.00,10/02/2024 09:51:00,8,8,/LeagueTable/AthleticsDisciplineResults/44528?isModal=True
459,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,48,400m Individual Medley,Boys 14,05:50.00,10/02/2024 09:58:00,16,14,/LeagueTable/AthleticsDisciplineResults/44540?isModal=True
460,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,49,200m Breaststroke,Girls 12,03:40.00,10/02/2024 10:12:00,10,10,/LeagueTable/AthleticsDisciplineResults/44488?isModal=True
461,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,50,200m Breaststroke,Boys 12,03:35.00,10/02/2024 10:17:00,17,14,/LeagueTable/AthleticsDisciplineResults/44512?isModal=True
462,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,51,200m Breaststroke,Girls 13,03:30.00,10/02/2024 10:26:00,18,15,/LeagueTable/AthleticsDisciplineResults/44500?isModal=True
463,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,52,200m Breaststroke,Boys 13,03:25.00,10/02/2024 10:35:00,18,15,/LeagueTable/AthleticsDisciplineResults/44524?isModal=True
464,מוקדמות אליפות צעירים חלק ב',comp.asp?compID=467,44,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,54,200m Breaststroke,Boys 14,03:15.00,10/02/2024 10:44:00,24,21,/LeagueTable/AthleticsDisciplineResults/44536?isModal=True
